FlatType;Area_m2;Section;FloorNum;StoreyName;FlatNumber
2С;67.01625;50TN48;7;тб5_с1_э7;13.7.2
0С;33.508125;50TN48;7;тб5_с1_э7;13.7.3
1С;55.846875;50TN48;7;тб5_с1_э7;13.7.4
2С;77.02125;50TN48;7;тб5_с1_э7;13.7.5
3С;91.521125;50TN48;8;тб5_с1_э8;13.8.1
2С;67.01625;50TN48;8;тб5_с1_э8;13.8.2
0С;33.508125;50TN48;8;тб5_с1_э8;13.8.3
1С;55.846875;50TN48;8;тб5_с1_э8;13.8.4
2С;77.02125;50TN48;8;тб5_с1_э8;13.8.5
3С;91.521125;50TN48;9;тб5_с1_э9;13.9.1
2С;62.84175;50TN48;9;тб5_с1_э9;13.9.2
0С;29.333624999999998;50TN48;9;тб5_с1_э9;13.9.3
1С;55.846875;50TN48;9;тб5_с1_э9;13.9.4
2С;77.02125;50TN48;9;тб5_с1_э9;13.9.5
