FlatType;Area_m2;Section;FloorNum;StoreyName;FlatNumber
1С;55.846875;50TN410;9;тб3_с3_э9;5.9.2
0С;33.508125;50TN410;9;тб3_с3_э9;5.9.3
1С;44.6775;50TN410;9;тб3_с3_э9;5.9.4
2С;67.01625;50TN410;9;тб3_с3_э9;5.9.5
2С;77.02125;50TN410;9;тб3_с3_э9;5.9.6
1С;44.6775;50TN410;9;тб3_с3_э9;5.9.7
1С;44.6775;NS8;2;тб4_с1_э2;6.2.1
1С;51.405;NS8;2;тб4_с1_э2;6.2.2
0С;22.33875;NS8;2;тб4_с1_э2;6.2.3
1С;33.81;NS8;2;тб4_с1_э2;6.2.4
0С;33.20625;NS8;2;тб4_с1_э2;6.2.5
0С;22.33875;NS8;2;тб4_с1_э2;6.2.6
2С;50.507999999999996;NS8;2;тб4_с1_э2;6.2.7
2С;67.01625;NS8;2;тб4_с1_э2;6.2.8
1С;44.6775;NS8;3;тб4_с1_э3;6.3.1
1С;51.405;NS8;3;тб4_с1_э3;6.3.2
0С;22.33875;NS8;3;тб4_с1_э3;6.3.3
1С;33.81;NS8;3;тб4_с1_э3;6.3.4
0С;33.20625;NS8;3;тб4_с1_э3;6.3.5
0С;22.33875;NS8;3;тб4_с1_э3;6.3.6
2С;50.507999999999996;NS8;3;тб4_с1_э3;6.3.7
2С;67.01625;NS8;3;тб4_с1_э3;6.3.8
1С;44.6775;NS8;4;тб4_с1_э4;6.4.1
1С;51.405;NS8;4;тб4_с1_э4;6.4.2
0С;22.33875;NS8;4;тб4_с1_э4;6.4.3
1С;33.81;NS8;4;тб4_с1_э4;6.4.4
0С;33.20625;NS8;4;тб4_с1_э4;6.4.5
0С;22.33875;NS8;4;тб4_с1_э4;6.4.6
2С;50.507999999999996;NS8;4;тб4_с1_э4;6.4.7
2С;67.01625;NS8;4;тб4_с1_э4;6.4.8
1С;44.6775;NS8;5;тб4_с1_э5;6.5.1
1С;51.405;NS8;5;тб4_с1_э5;6.5.2
0С;22.33875;NS8;5;тб4_с1_э5;6.5.3
1С;33.81;NS8;5;тб4_с1_э5;6.5.4
0С;33.20625;NS8;5;тб4_с1_э5;6.5.5
0С;22.33875;NS8;5;тб4_с1_э5;6.5.6
2С;50.507999999999996;NS8;5;тб4_с1_э5;6.5.7
2С;67.01625;NS8;5;тб4_с1_э5;6.5.8
1С;44.6775;NS8;6;тб4_с1_э6;6.6.1
1С;51.405;NS8;6;тб4_с1_э6;6.6.2
0С;22.33875;NS8;6;тб4_с1_э6;6.6.3
1С;33.81;NS8;6;тб4_с1_э6;6.6.4
0С;33.20625;NS8;6;тб4_с1_э6;6.6.5
0С;22.33875;NS8;6;тб4_с1_э6;6.6.6
2С;50.507999999999996;NS8;6;тб4_с1_э6;6.6.7
2С;67.01625;NS8;6;тб4_с1_э6;6.6.8
1С;44.6775;NS8;7;тб4_с1_э7;6.7.1
1С;51.405;NS8;7;тб4_с1_э7;6.7.2
0С;22.33875;NS8;7;тб4_с1_э7;6.7.3
1С;33.81;NS8;7;тб4_с1_э7;6.7.4
0С;33.20625;NS8;7;тб4_с1_э7;6.7.5
0С;22.33875;NS8;7;тб4_с1_э7;6.7.6
2С;50.507999999999996;NS8;7;тб4_с1_э7;6.7.7
2С;67.01625;NS8;7;тб4_с1_э7;6.7.8
1С;44.6775;NS8;8;тб4_с1_э8;6.8.1
1С;51.405;NS8;8;тб4_с1_э8;6.8.2
0С;22.33875;NS8;8;тб4_с1_э8;6.8.3
1С;33.81;NS8;8;тб4_с1_э8;6.8.4
0С;33.20625;NS8;8;тб4_с1_э8;6.8.5
0С;22.33875;NS8;8;тб4_с1_э8;6.8.6
2С;50.507999999999996;NS8;8;тб4_с1_э8;6.8.7
2С;67.01625;NS8;8;тб4_с1_э8;6.8.8
1С;44.6775;NS8;9;тб4_с1_э9;6.9.1
1С;45.264;NS8;9;тб4_с1_э9;6.9.2
0С;18.164250000000003;NS8;9;тб4_с1_э9;6.9.3
1С;25.461;NS8;9;тб4_с1_э9;6.9.4
0С;29.031749999999995;NS8;9;тб4_с1_э9;6.9.5
0С;18.164250000000003;NS8;9;тб4_с1_э9;6.9.6
2С;38.60549999999999;NS8;9;тб4_с1_э9;6.9.7
2С;55.113749999999996;NS8;9;тб4_с1_э9;6.9.8
